Time (min),Wall – Thickness Loss (µm)
1.5007254544209,-6.22707657438326E-06
3.09983871871671,0.01242301776585
6.30553773919758,-4.35895360205718E-05
7.90963266475286,-0.012497742684742
9.51372759030816,-0.024951895833463
3.90935867338359,-0.031129155795229
5.52092609082813,-0.080908405930668
7.91710515664209,-0.049822839671459
11.921115393956,-0.049853975054331
10.3257383756048,-0.080945768390114
15.1280598297517,-0.068541431853988
19.9316266992135,-0.062357944815647
20.7386558232506,-0.093468419381153
15.933843538474,-0.093431056921707
18.3449675880664,-0.136995684635934
16.7508359850301,-0.174308327469503
16.7470997390855,-0.155645778976144
19.1407879742697,-0.112118513721363
23.1447982115836,-0.112149649104235
24.7439114758794,-0.099720404261811
27.1500538642124,-0.118401633984893
25.5546768458611,-0.149493427320676
20.7486191457696,-0.143235215363443
23.9505819203059,-0.137039274171954
21.5556482698068,-0.174345689928949
24.757611044343,-0.16814974873746
24.7601018749727,-0.180591447733033
29.5599324984899,-0.155745412201334
27.9595738188792,-0.161953807545971
30.3682070378419,-0.193076736264626
27.1649988479908,-0.193051827958328
27.9682917260833,-0.205499754030475
29.5723866516386,-0.217953907179196
29.5761228975833,-0.236616455672555
31.1827086537683,-0.261512307816849
30.3769249450461,-0.23662268274913
33.5664335664335,-0.168218246579778
31.166518254675,-0.180641264345628
37.5791617109516,-0.211795328447154
35.1742647379335,-0.199334948221858
33.5751514736376,-0.211764193064282
34.3821805976748,-0.242874667629788
39.1857474671366,-0.236691180591448
43.1897577044505,-0.236722315974319
45.5959000927834,-0.255403545697401
47.1999950183387,-0.267857698846123
49.603646576042,-0.274097229573632
38.3886816656184,-0.255347502008232
36.7895684013226,-0.267776746850656
39.1944653743407,-0.280237127075952
39.9915311758589,-0.261580805659167
41.5931352707844,-0.261593259812316
43.2009664422843,-0.292709961454396
40.000249083063,-0.305126752143671
41.6080802545629,-0.336243453785751
44.0067501510066,-0.317599586522115
47.2012404336536,-0.274078548343909
44.0017684897471,-0.29271618853097
44.7988342912653,-0.274059867114186
52.0060527184303,-0.274115910803355
53.6101476439856,-0.286570063952076
52.8155726730972,-0.317668084364433
51.2114777475419,-0.305213931215712
48.005778727061,-0.292747323913842
48.0095149730056,-0.311409872407201
47.2136945868023,-0.336287043321772
46.4166287852842,-0.354943364738556
48.8202803429874,-0.361182895466065
49.6123644832461,-0.317643176058136
49.6161007291907,-0.336305724551495
51.2177048241162,-0.336318178704643
55.222960476745,-0.342570163585301
56.0274987701524,-0.361238939155235
50.4206390225981,-0.354974500121428
53.625092627764,-0.361220257925512
52.8305176568756,-0.392318278337869
52.8280268262459,-0.379876579342296
56.8320370635598,-0.379907714725168
60.0327544227812,-0.367490924035893
62.4376513957992,-0.379951304261188
61.6405855942811,-0.398607625677973
59.2381794518927,-0.39858894444825
57.6365753569672,-0.398576490295101
56.0374620926713,-0.411005735137525
57.6428024335415,-0.429680737784032
60.043963160615,-0.423478569515969
62.4438784723736,-0.41105555175012
65.6483320775395,-0.417301309554204
67.25118158778,-0.423534613205139
71.2551918250939,-0.42356574858801
73.6551071368525,-0.411142730822161
72.0609755338161,-0.44845537365573
67.2549178337246,-0.442197161698497
62.4513509642628,-0.448380648736837
60.0526810678191,-0.467024516000473
59.2431611131522,-0.423472342439395
67.2586540796692,-0.460859710191856
64.8587387679106,-0.473282727957706
64.0604275510776,-0.485718199876704
68.0731556955956,-0.52929528174408
66.4653245240957,-0.498178580102
68.8727123277435,-0.523080659322868
68.8689760817989,-0.504418110829509
70.4668439307798,-0.485768016489299
68.0644377883915,-0.485749335259576
71.2626643169831,-0.460890845574728
69.6585693914278,-0.448436692426007
74.4696087527788,-0.479578302374384
75.2679199696119,-0.467142830455386
77.6715715273151,-0.473382361182896
75.2729016308714,-0.492026228446531
72.8717409037979,-0.498228396714594
72.8754771497425,-0.516890945207953
72.8792133956871,-0.535553493701312
72.0809021788541,-0.54798896562031
74.4870445671871,-0.566670195343392
74.4907808131317,-0.585332743836751
77.6964798336125,-0.597799351138621
76.8906961248903,-0.572909726070902
75.2841103687052,-0.548013873926608
76.0811761702234,-0.529357552509823
76.8782419717415,-0.510701231093039
79.2806481141299,-0.510719912322762
82.4863471346107,-0.523186519624632
82.483856303981,-0.510744820629059
84.8899986923139,-0.529426050352141
84.0929328907958,-0.548082371768926
76.8782419717415,-0.510701231093039
80.0864318228521,-0.535609537390481
81.6905267484075,-0.548063690539202
78.4885639738712,-0.554259631730691
80.8934609468893,-0.566720011955987
80.8984426081488,-0.591603409947132
82.4963104571297,-0.572953315606922
84.898716599518,-0.572971996836645
87.3036135725361,-0.585432377061941
90.5043309317575,-0.573015586372666
92.1071804419979,-0.579248890023601
92.9117187354053,-0.597917665593534
91.3113600557946,-0.604126060938171
89.7085105455542,-0.597892757287236
85.7045003082403,-0.597861621904365
83.2996033352222,-0.585401241679069
85.7094819694998,-0.62274501989551
84.1066324592594,-0.616511716244575
82.5100100255933,-0.641382660082571
84.9149069986114,-0.653843040307867
84.1178411970932,-0.672499361724651
84.1228228583527,-0.697382759715796
86.5289652466857,-0.716063989438878
88.9301259737591,-0.709861821170815
87.3235402175741,-0.684965969026521
87.3160677256848,-0.647640872039803
88.113133527203,-0.628984550623019
88.911444744036,-0.616549078704021
92.9179458119797,-0.629021913082465
89.7159830374434,-0.635217854273954
91.3163417170541,-0.629009458929316
92.9229274732392,-0.65390531107361
94.5232861528498,-0.647696915728973
96.9294285411828,-0.666378145452055
98.5322780514232,-0.67261144910299
94.5170590762755,-0.616592668240041
102.540024534682,-0.69130513297922
98.5335234667381,-0.678832298600776
89.729682605907,-0.703647198749603
91.3250596242582,-0.67255540541382
89.7234555293327,-0.672542951260672
92.9254183038689,-0.666347010069183
100.950874592905,-0.753501173803934
96.12862649372,-0.66637191837548
94.5307586447391,-0.68502201271569
94.5344948906837,-0.703684561209049
92.9328907957581,-0.7036721070559
93.7374290891655,-0.722340882625834
96.9443735249612,-0.74102833942549
97.7489118183686,-0.759697114995423
99.3517613286091,-0.765930418646358
100.153808791387,-0.772157495220719
103.354526150608,-0.759740704531443
101.749185809738,-0.741065701884936
98.5459776198868,-0.741040793578638
98.5422413739422,-0.72237824508528
97.7389484958497,-0.709930319013133
100.939665855071,-0.697513528323858
100.943402101016,-0.716176076817217
103.345808243404,-0.716194758046939
104.946166923015,-0.709986362702302
104.953639414904,-0.74731145968902
108.15560218944,-0.741115518497531
108.1605838507,-0.765998916488676
104.957375660849,-0.765974008182378
104.16030985933,-0.784630329599163
105.77063186146,-0.828188730236816
107.370990541071,-0.821980334892178
107.366008879811,-0.797096936901033
108.966367559422,-0.790888541556395
111.367528286495,-0.784686373288332
109.762187945625,-0.766011370641825
114.570736476346,-0.78471128159463
116.97438803405,-0.790950812322139
116.179813063161,-0.822048832734496
112.97660487331,-0.822023924428198
112.172066579903,-0.803355148858265
107.369745125756,-0.815759485394392
109.772151268144,-0.815778166624115
109.777132929404,-0.84066156461526
111.381227854959,-0.853115717763981
112.985322780514,-0.865569870912702
112.188256978996,-0.884226192329487
112.994040687718,-0.909115817397206
116.199739708199,-0.921582424699076
117.004278001607,-0.94025120026901
120.201259114883,-0.909171861086376
121.002061162346,-0.90917808816295
119.396720821476,-0.890503085516442
116.996805509717,-0.902926103282292
116.19475804694,-0.896699026707931
117.793871311236,-0.884269781865508
116.191021800995,-0.878036478214572
116.18728555505,-0.859373929721214
115.383992676958,-0.846926003649067
126.596466756752,-0.853234032218894
119.385512083642,-0.834515440036366
120.183823300475,-0.822079968117368
123.390767736271,-0.840767424917024
124.998598907771,-0.871884126559104
121.79539071792,-0.871859218252807
119.390493744902,-0.859398838027511
123.394503982215,-0.859429973410383
125.00607139966,-0.909209223545822
129.015063298233,-0.934123756919839
131.417469440622,-0.934142438149562
132.224498564659,-0.965252912715068
126.617638817105,-0.958988473681261
125.00856223029,-0.921650922541394
124.201533106253,-0.890540447975889
121.807844871068,-0.934067713230669
123.414430627253,-0.958963565374963
127.415950033938,-0.946553001762262
128.225469988605,-0.990105175323341
125.821818430901,-0.983865644595831
